-71.1617	26.9433	46	148.702
-71.41	26.955	53	149.498
-71.42	26.93	49	149.479
-73.75	27.525	47	160.291
-73.8367	27.4883	51	160.619
-73.8067	27.3767	48	160.209
-74.6283	27.9667	47	166.374
-74.7017	27.8917	49	166.571
-74.755	27.925	50	166.953
-68.0433	25.03	66	119.855
-68.0233	25.0833	49	119.907
-68.0267	25.1117	49	119.983
-68.0717	25.0217	47	119.932
-68.0717	25.0317	57	119.954
-68.0733	25.0267	37	119.949
-68.085	25.04	49	120.021
-68.085	25.0383	48	120.017
-68.0833	25.0317	45	119.996
-68.0833	25.0267	46	119.985
-68.0833	25.0233	45	119.977
-68.0617	25.045	49	119.95
-68.0633	25.0417	48	119.948
-68.0617	25.03	46	119.916
-68.0233	25.13	48	120.009
-68.0233	25.1233	44	119.995
-68.0267	25.1167	51	119.993
-68.0267	25.1133	47	119.986
-68.0283	25.1083	49	119.981
-68.03	25.1067	48	119.984
-68.0317	25.1033	45	119.982
-68.0333	25.1	48	119.98
-68.0367	25.095	46	119.98
-68.0383	25.0933	49	119.981
-68.0417	25.09	48	119.984
-68.0467	25.0867	49	119.994
-68.0467	25.085	44	119.99
-68.0483	25.0817	47	119.988
-68.05	25.08	45	119.99
-68.015	25.1067	48	119.935
-68.0167	25.1083	47	119.943
-68.0183	25.1083	47	119.949
-68.0217	25.1083	48	119.96
-68.0233	25.1083	47	119.965
-68.025	25.1083	47	119.97
-68.0283	25.1083	47	119.981
-68.03	25.1083	49	119.987
-68.0333	25.1083	48	119.998
-68.035	25.1083	48	120.003
-68.0383	25.1083	48	120.014
-68.04	25.1083	51	120.02
-68.045	25.1083	48	120.037
-68.0483	25.1083	44	120.048
-68.05	25.1083	40	120.054
-68.0533	25.11	43	120.069
-71.4	26.9	49	149.34
-71.4133	26.9067	48	149.401
-71.415	26.91	40	149.415
-71.4583	26.8833	43	149.512
-71.465	26.8833	38	149.534
-71.3683	26.9633	41	149.378
-71.2567	26.89	50	148.892
-71.245	26.8883	52	148.854
-71.235	26.9067	47	148.857
-71.22	26.9367	42	148.866
